,store,date,year,quarter,year_month,month,day,season,holiday_flag,temperature_class,temperature,fuel_price,cpi,unemployment,weekly_sales
1486,11,2011-03-04,2011,Q1,2011-03,3,Friday,Spring,0,2 Moderate,19.166666666666668,3.288,217.1716979,7.551,1399456.99
1487,11,2011-03-11,2011,Q1,2011-03,3,Friday,Spring,0,2 Moderate,17.383333333333333,3.459,217.4653683,7.551,1314557.31
1488,11,2011-03-18,2011,Q1,2011-03,3,Friday,Spring,0,3 Warm,21.20555555555556,3.488,217.7235226,7.551,1391813.69
1489,11,2011-03-25,2011,Q1,2011-03,3,Friday,Spring,0,3 Warm,23.188888888888886,3.473,217.9674705,7.551,1229777.24
1490,11,2011-04-01,2011,Q2,2011-04,4,Friday,Spring,0,3 Warm,20.611111111111107,3.524,218.2114184,7.574,1258674.12
1491,11,2011-04-08,2011,Q2,2011-04,4,Friday,Spring,0,3 Warm,23.09444444444444,3.622,218.4553663,7.574,1327401.06
1492,11,2011-04-15,2011,Q2,2011-04,4,Friday,Spring,0,3 Warm,24.799999999999997,3.743,218.6788642,7.574,1312905.8
1493,11,2011-04-22,2011,Q2,2011-04,4,Friday,Spring,0,3 Warm,25.727777777777778,3.807,218.851237,7.574,1388118.53
1494,11,2011-04-29,2011,Q2,2011-04,4,Friday,Spring,0,3 Warm,26.65,3.81,219.0236099,7.574,1357589.89
1495,11,2011-05-06,2011,Q2,2011-05,5,Friday,Spring,0,3 Warm,21.883333333333333,3.906,219.1959827,7.574,1331453.41
1496,11,2011-05-13,2011,Q2,2011-05,5,Friday,Spring,0,3 Warm,27.183333333333337,3.899,219.3683556,7.574,1277959.42
1497,11,2011-05-20,2011,Q2,2011-05,5,Friday,Spring,0,3 Warm,24.983333333333334,3.907,219.127216,7.574,1239466.97
1498,11,2011-05-27,2011,Q2,2011-05,5,Friday,Spring,0,3 Warm,29.783333333333335,3.786,218.8860765,7.574,1216876.52
1499,11,2011-06-03,2011,Q2,2011-06,6,Friday,Summer,0,4 Hot,30.077777777777776,3.699,218.6449369,7.574,1343637.0
1500,11,2011-06-10,2011,Q2,2011-06,6,Friday,Summer,0,3 Warm,29.88333333333334,3.648,218.4037974,7.574,1314626.75
1501,11,2011-06-17,2011,Q2,2011-06,6,Friday,Summer,0,4 Hot,31.055555555555557,3.637,218.3551748,7.574,1337506.74
1502,11,2011-06-24,2011,Q2,2011-06,6,Friday,Summer,0,4 Hot,30.07222222222222,3.594,218.45094,7.574,1254587.84
1503,11,2011-07-01,2011,Q3,2011-07,7,Friday,Summer,0,4 Hot,30.238888888888894,3.524,218.5467052,7.567,1297472.06
1504,11,2011-07-08,2011,Q3,2011-07,7,Friday,Summer,0,4 Hot,30.650000000000002,3.48,218.6424704,7.567,1334627.96
1505,11,2011-07-15,2011,Q3,2011-07,7,Friday,Summer,0,4 Hot,31.27777777777778,3.575,218.7275216,7.567,1266546.73
1506,11,2011-07-22,2011,Q3,2011-07,7,Friday,Summer,0,4 Hot,31.0,3.651,218.7857881,7.567,1290576.44
1507,11,2011-07-29,2011,Q3,2011-07,7,Friday,Summer,0,4 Hot,31.922222222222217,3.682,218.8440545,7.567,1212938.67
1508,11,2011-08-05,2011,Q3,2011-08,8,Friday,Summer,0,4 Hot,32.24444444444445,3.684,218.9023209,7.567,1403198.94
1509,11,2011-08-12,2011,Q3,2011-08,8,Friday,Summer,0,4 Hot,32.388888888888886,3.638,218.9605873,7.567,1354188.43
1510,11,2011-08-19,2011,Q3,2011-08,8,Friday,Summer,0,4 Hot,31.950000000000003,3.554,219.023271,7.567,1484169.74
1511,11,2011-08-26,2011,Q3,2011-08,8,Friday,Summer,0,4 Hot,31.716666666666672,3.523,219.0866908,7.567,1304706.75
1512,11,2011-09-02,2011,Q3,2011-09,9,Friday,Fall,0,4 Hot,33.02222222222222,3.533,219.1501106,7.567,1297792.41
1513,11,2011-09-09,2011,Q3,2011-09,9,Friday,Fall,1,3 Warm,29.39444444444444,3.546,219.2135305,7.567,1249439.95
1514,11,2011-09-16,2011,Q3,2011-09,9,Friday,Fall,0,3 Warm,29.505555555555556,3.526,219.3972867,7.567,1270816.01
1515,11,2011-09-23,2011,Q3,2011-09,9,Friday,Fall,0,3 Warm,27.855555555555554,3.467,219.7414914,7.567,1235775.15
1516,11,2011-09-30,2011,Q3,2011-09,9,Friday,Fall,0,3 Warm,29.11111111111111,3.355,220.085696,7.567,1190515.83
1517,11,2011-10-07,2011,Q4,2011-10,10,Friday,Fall,0,3 Warm,24.983333333333334,3.285,220.4299007,7.197,1346271.06
1518,11,2011-10-14,2011,Q4,2011-10,10,Friday,Fall,0,3 Warm,24.200000000000003,3.274,220.7486167,7.197,1286388.96
1519,11,2011-10-21,2011,Q4,2011-10,10,Friday,Fall,0,3 Warm,21.616666666666664,3.353,220.9144005,7.197,1325107.53
1520,11,2011-10-28,2011,Q4,2011-10,10,Friday,Fall,0,3 Warm,22.58888888888889,3.372,221.0801842,7.197,1310684.1
1521,11,2011-11-04,2011,Q4,2011-11,11,Friday,Fall,0,2 Moderate,16.183333333333334,3.332,221.245968,7.197,1458287.38
1522,11,2011-11-11,2011,Q4,2011-11,11,Friday,Fall,0,2 Moderate,17.88888888888889,3.297,221.4117517,7.197,1366053.69
1523,11,2011-11-18,2011,Q4,2011-11,11,Friday,Fall,0,2 Moderate,18.983333333333334,3.308,221.6432852,7.197,1315091.63
1524,11,2011-11-25,2011,Q4,2011-11,11,Friday,Fall,1,3 Warm,21.12777777777778,3.236,221.9011185,7.197,1848953.48
1525,11,2011-12-02,2011,Q4,2011-12,12,Friday,Winter,0,2 Moderate,13.827777777777778,3.172,222.1589519,7.197,1399322.44
1526,11,2011-12-09,2011,Q4,2011-12,12,Friday,Winter,0,2 Moderate,10.350000000000001,3.158,222.4167852,7.197,1646655.94
1527,11,2011-12-16,2011,Q4,2011-12,12,Friday,Winter,0,2 Moderate,15.383333333333333,3.159,222.6426418,7.197,1783910.06
1528,11,2011-12-23,2011,Q4,2011-12,12,Friday,Winter,0,2 Moderate,12.383333333333333,3.112,222.8258628,7.197,2213518.5
1529,11,2011-12-30,2011,Q4,2011-12,12,Friday,Winter,1,1 Cold,9.366666666666667,3.129,223.0090839,7.197,1352084.21
1530,11,2012-01-06,2012,Q1,2012-01,1,Friday,Winter,0,2 Moderate,12.466666666666665,3.157,223.1923049,6.833,1283885.55
1531,11,2012-01-13,2012,Q1,2012-01,1,Friday,Winter,0,2 Moderate,11.722222222222221,3.261,223.3755259,6.833,1264736.59
1532,11,2012-01-20,2012,Q1,2012-01,1,Friday,Winter,0,2 Moderate,13.572222222222223,3.268,223.4700552,6.833,1207303.29
1533,11,2012-01-27,2012,Q1,2012-01,1,Friday,Winter,0,2 Moderate,14.644444444444446,3.29,223.5645845,6.833,1162675.85
1534,11,2012-02-03,2012,Q1,2012-02,2,Friday,Winter,0,2 Moderate,15.68888888888889,3.36,223.6591137,6.833,1376732.18
1535,11,2012-02-10,2012,Q1,2012-02,2,Friday,Winter,1,2 Moderate,11.238888888888887,3.409,223.753643,6.833,1574287.76
1536,11,2012-02-17,2012,Q1,2012-02,2,Friday,Winter,0,2 Moderate,11.538888888888891,3.51,223.9170153,6.833,1569607.94
1537,11,2012-02-24,2012,Q1,2012-02,2,Friday,Winter,0,2 Moderate,16.172222222222224,3.555,224.1320199,6.833,1379473.03
1538,11,2012-03-02,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,17.005555555555556,3.63,224.3470245,6.833,1438383.44
1539,11,2012-03-09,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,16.355555555555554,3.669,224.5620291,6.833,1413382.76
1540,11,2012-03-16,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,17.89444444444444,3.734,224.7166953,6.833,1441884.28
1541,11,2012-03-23,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,19.53333333333333,3.787,224.7909104,6.833,1300593.61
1542,11,2012-03-30,2012,Q1,2012-03,3,Friday,Spring,0,3 Warm,21.238888888888894,3.845,224.8651254,6.833,1300104.03
1543,11,2012-04-06,2012,Q2,2012-04,4,Friday,Spring,0,3 Warm,23.438888888888886,3.891,224.9393405,6.664,1596325.01
1544,11,2012-04-13,2012,Q2,2012-04,4,Friday,Spring,0,3 Warm,22.633333333333333,3.891,225.0135556,6.664,1472752.01
1545,11,2012-04-20,2012,Q2,2012-04,4,Friday,Spring,0,3 Warm,22.205555555555556,3.877,225.0689541,6.664,1315356.99
1546,11,2012-04-27,2012,Q2,2012-04,4,Friday,Spring,0,3 Warm,23.000000000000004,3.814,225.1243526,6.664,1236238.29
1547,11,2012-05-04,2012,Q2,2012-05,5,Friday,Spring,0,3 Warm,26.149999999999995,3.749,225.1797511,6.664,1370251.22
1548,11,2012-05-11,2012,Q2,2012-05,5,Friday,Spring,0,3 Warm,23.96111111111111,3.688,225.2351496,6.664,1300147.07
1549,11,2012-05-18,2012,Q2,2012-05,5,Friday,Spring,0,3 Warm,22.516666666666666,3.63,225.2512024,6.664,1352442.31
1550,11,2012-05-25,2012,Q2,2012-05,5,Friday,Spring,0,3 Warm,25.799999999999997,3.561,225.2515168,6.664,1297335.87
1551,11,2012-06-01,2012,Q2,2012-06,6,Friday,Summer,0,3 Warm,27.59444444444445,3.501,225.2518313,6.664,1361595.33
1552,11,2012-06-08,2012,Q2,2012-06,6,Friday,Summer,0,3 Warm,27.83333333333333,3.452,225.2521458,6.664,1414343.53
1553,11,2012-06-15,2012,Q2,2012-06,6,Friday,Summer,0,3 Warm,29.42777777777778,3.393,225.2644795,6.664,1417875.42
1554,11,2012-06-22,2012,Q2,2012-06,6,Friday,Summer,0,3 Warm,28.477777777777778,3.346,225.3068615,6.664,1355680.3
1555,11,2012-06-29,2012,Q2,2012-06,6,Friday,Summer,0,4 Hot,31.033333333333335,3.286,225.3492435,6.664,1297028.6
1556,11,2012-07-06,2012,Q3,2012-07,7,Friday,Summer,0,3 Warm,28.577777777777776,3.227,225.3916254,6.334,1461129.94
1557,11,2012-07-13,2012,Q3,2012-07,7,Friday,Summer,0,3 Warm,28.033333333333328,3.256,225.4340074,6.334,1320239.51
1558,11,2012-07-20,2012,Q3,2012-07,7,Friday,Summer,0,3 Warm,28.005555555555553,3.311,225.4438827,6.334,1344483.81
1559,11,2012-07-27,2012,Q3,2012-07,7,Friday,Summer,0,3 Warm,29.683333333333337,3.407,225.4537579,6.334,1272395.02
1560,11,2012-08-03,2012,Q3,2012-08,8,Friday,Summer,0,4 Hot,30.522222222222222,3.417,225.4636332,6.334,1399341.07
1561,11,2012-08-10,2012,Q3,2012-08,8,Friday,Summer,0,4 Hot,30.11666666666666,3.494,225.4735085,6.334,1388973.65
1562,11,2012-08-17,2012,Q3,2012-08,8,Friday,Summer,0,4 Hot,30.961111111111116,3.571,225.5558664,6.334,1421307.2
1563,11,2012-08-24,2012,Q3,2012-08,8,Friday,Summer,0,3 Warm,28.42777777777778,3.62,225.6925864,6.334,1409515.73
1564,11,2012-08-31,2012,Q3,2012-08,8,Friday,Summer,0,4 Hot,30.272222222222222,3.638,225.8293063,6.334,1372872.35
1565,11,2012-09-07,2012,Q3,2012-09,9,Friday,Fall,1,3 Warm,29.53888888888889,3.73,225.9660263,6.334,1304584.4
1566,11,2012-09-14,2012,Q3,2012-09,9,Friday,Fall,0,3 Warm,26.450000000000003,3.717,226.1122067,6.334,1267675.05
1567,11,2012-09-21,2012,Q3,2012-09,9,Friday,Fall,0,3 Warm,23.133333333333333,3.721,226.3151496,6.334,1326132.98
1568,11,2012-09-28,2012,Q3,2012-09,9,Friday,Fall,0,3 Warm,25.372222222222224,3.666,226.5180926,6.334,1227430.73
1569,11,2012-10-05,2012,Q4,2012-10,10,Friday,Fall,0,3 Warm,22.983333333333334,3.617,226.7210356,6.034,1422794.26
1570,11,2012-10-12,2012,Q4,2012-10,10,Friday,Fall,0,3 Warm,21.077777777777776,3.601,226.9239785,6.034,1311965.09
1571,11,2012-10-19,2012,Q4,2012-10,10,Friday,Fall,0,3 Warm,23.205555555555552,3.594,226.9688442,6.034,1232073.18
1572,11,2012-10-26,2012,Q4,2012-10,10,Friday,Fall,0,3 Warm,23.477777777777778,3.506,226.9873637,6.034,1200729.45
1573,12,2010-02-05,2010,Q1,2010-02,2,Friday,Winter,0,1 Cold,9.705555555555556,2.962,126.4420645,13.975,1100046.37
1574,12,2010-02-12,2010,Q1,2010-02,2,Friday,Winter,1,1 Cold,8.816666666666666,2.946,126.4962581,13.975,1117863.33
1575,12,2010-02-19,2010,Q1,2010-02,2,Friday,Winter,0,2 Moderate,12.683333333333332,2.915,126.5262857,13.975,1095421.65
1576,12,2010-02-26,2010,Q1,2010-02,2,Friday,Winter,0,2 Moderate,10.127777777777775,2.825,126.5522857,13.975,1048617.17
1577,12,2010-03-05,2010,Q1,2010-03,3,Friday,Spring,0,2 Moderate,12.094444444444447,2.987,126.5782857,13.975,1077018.27
1578,12,2010-03-12,2010,Q1,2010-03,3,Friday,Spring,0,2 Moderate,10.06111111111111,2.925,126.6042857,13.975,985594.23
1579,12,2010-03-19,2010,Q1,2010-03,3,Friday,Spring,0,2 Moderate,15.316666666666666,3.054,126.6066452,13.975,972088.34
1580,12,2010-03-26,2010,Q1,2010-03,3,Friday,Spring,0,2 Moderate,15.58888888888889,3.083,126.6050645,13.975,981615.81
1581,12,2010-04-02,2010,Q2,2010-04,4,Friday,Spring,0,2 Moderate,15.466666666666669,3.086,126.6034839,14.099,1011822.3
1582,12,2010-04-09,2010,Q2,2010-04,4,Friday,Spring,0,2 Moderate,15.13888888888889,3.09,126.6019032,14.099,1041238.87
1583,12,2010-04-16,2010,Q2,2010-04,4,Friday,Spring,0,2 Moderate,18.305555555555557,3.109,126.5621,14.099,957997.52
1584,12,2010-04-23,2010,Q2,2010-04,4,Friday,Spring,0,2 Moderate,18.083333333333332,3.05,126.4713333,14.099,993833.44
1585,12,2010-04-30,2010,Q2,2010-04,4,Friday,Spring,0,2 Moderate,19.65555555555555,3.105,126.3805667,14.099,954220.22
1586,12,2010-05-07,2010,Q2,2010-05,5,Friday,Spring,0,3 Warm,21.194444444444446,3.127,126.2898,14.099,1043240.27
1587,12,2010-05-14,2010,Q2,2010-05,5,Friday,Spring,0,3 Warm,20.244444444444444,3.145,126.2085484,14.099,966054.97
1588,12,2010-05-21,2010,Q2,2010-05,5,Friday,Spring,0,3 Warm,24.555555555555557,3.12,126.1843871,14.099,958374.56
1589,12,2010-05-28,2010,Q2,2010-05,5,Friday,Spring,0,2 Moderate,19.91111111111111,3.058,126.1602258,14.099,955451.16
1590,12,2010-06-04,2010,Q2,2010-06,6,Friday,Summer,0,3 Warm,27.438888888888886,2.941,126.1360645,14.099,1049357.36
1591,12,2010-06-11,2010,Q2,2010-06,6,Friday,Summer,0,4 Hot,32.6888888888889,2.949,126.1119032,14.099,1016039.71
1592,12,2010-06-18,2010,Q2,2010-06,6,Friday,Summer,0,3 Warm,27.255555555555556,3.043,126.114,14.099,956211.2
1593,12,2010-06-25,2010,Q2,2010-06,6,Friday,Summer,0,4 Hot,30.705555555555552,3.084,126.1266,14.099,958007.69
1594,12,2010-07-02,2010,Q3,2010-07,7,Friday,Summer,0,4 Hot,33.32222222222222,3.105,126.1392,14.18,951957.31
1595,12,2010-07-09,2010,Q3,2010-07,7,Friday,Summer,0,4 Hot,32.42777777777778,3.1,126.1518,14.18,943506.28
1596,12,2010-07-16,2010,Q3,2010-07,7,Friday,Summer,0,4 Hot,36.211111111111116,3.094,126.1498065,14.18,916402.76
1597,12,2010-07-23,2010,Q3,2010-07,7,Friday,Summer,0,4 Hot,37.34444444444445,3.112,126.1283548,14.18,912403.67
1598,12,2010-07-30,2010,Q3,2010-07,7,Friday,Summer,0,4 Hot,35.72777777777778,3.017,126.1069032,14.18,913548.25
1599,12,2010-08-06,2010,Q3,2010-08,8,Friday,Summer,0,4 Hot,33.861111111111114,3.123,126.0854516,14.18,967576.95
1600,12,2010-08-13,2010,Q3,2010-08,8,Friday,Summer,0,4 Hot,30.561111111111114,3.159,126.064,14.18,928264.4
1601,12,2010-08-20,2010,Q3,2010-08,8,Friday,Summer,0,4 Hot,33.78333333333333,3.041,126.0766452,14.18,948447.34
1602,12,2010-08-27,2010,Q3,2010-08,8,Friday,Summer,0,4 Hot,33.99444444444444,3.129,126.0892903,14.18,1004516.46
1603,12,2010-09-03,2010,Q3,2010-09,9,Friday,Fall,0,3 Warm,28.400000000000002,3.087,126.1019355,14.18,1075758.55
1604,12,2010-09-10,2010,Q3,2010-09,9,Friday,Fall,1,3 Warm,28.68333333333333,3.044,126.1145806,14.18,903119.03
1605,12,2010-09-17,2010,Q3,2010-09,9,Friday,Fall,0,3 Warm,28.02777777777778,3.028,126.1454667,14.18,852882.61
1606,12,2010-09-24,2010,Q3,2010-09,9,Friday,Fall,0,3 Warm,27.649999999999995,2.939,126.1900333,14.18,851919.34
1607,12,2010-10-01,2010,Q4,2010-10,10,Friday,Fall,0,3 Warm,29.555555555555557,3.001,126.2346,14.313,850936.26
1608,12,2010-10-08,2010,Q4,2010-10,10,Friday,Fall,0,3 Warm,22.12222222222222,3.013,126.2791667,14.313,918335.68
1609,12,2010-10-15,2010,Q4,2010-10,10,Friday,Fall,0,3 Warm,23.88888888888889,2.976,126.3266774,14.313,862419.84
1610,12,2010-10-22,2010,Q4,2010-10,10,Friday,Fall,0,3 Warm,20.472222222222218,3.014,126.3815484,14.313,857883.46
1611,12,2010-10-29,2010,Q4,2010-10,10,Friday,Fall,0,2 Moderate,16.16111111111111,3.016,126.4364194,14.313,955294.7
1612,12,2010-11-05,2010,Q4,2010-11,11,Friday,Fall,0,2 Moderate,18.605555555555554,3.129,126.4912903,14.313,929690.71
1613,12,2010-11-12,2010,Q4,2010-11,11,Friday,Fall,0,2 Moderate,14.327777777777776,3.13,126.5461613,14.313,942475.24
1614,12,2010-11-19,2010,Q4,2010-11,11,Friday,Fall,0,2 Moderate,14.544444444444444,3.161,126.6072,14.313,894493.7
1615,12,2010-11-26,2010,Q4,2010-11,11,Friday,Fall,1,1 Cold,8.699999999999998,3.162,126.6692667,14.313,1601377.41
1616,12,2010-12-03,2010,Q4,2010-12,12,Friday,Winter,0,1 Cold,6.294444444444443,3.041,126.7313333,14.313,1069533.17
1617,12,2010-12-10,2010,Q4,2010-12,12,Friday,Winter,0,2 Moderate,10.005555555555553,3.203,126.7934,14.313,1121934.15
1618,12,2010-12-17,2010,Q4,2010-12,12,Friday,Winter,0,2 Moderate,11.538888888888891,3.236,126.8794839,14.313,1295605.35
1619,12,2010-12-24,2010,Q4,2010-12,12,Friday,Winter,0,2 Moderate,11.122222222222225,3.236,126.9835806,14.313,1768249.89
1620,12,2010-12-31,2010,Q4,2010-12,12,Friday,Winter,1,1 Cold,7.577777777777778,3.148,127.0876774,14.313,891736.91
1621,12,2011-01-07,2011,Q1,2011-01,1,Friday,Winter,0,1 Cold,3.1333333333333337,3.287,127.1917742,14.021,910110.24
1622,12,2011-01-14,2011,Q1,2011-01,1,Friday,Winter,0,1 Cold,6.194444444444444,3.312,127.3009355,14.021,812011.8
1623,12,2011-01-21,2011,Q1,2011-01,1,Friday,Winter,0,2 Moderate,11.961111111111112,3.223,127.4404839,14.021,802105.5
1624,12,2011-01-28,2011,Q1,2011-01,1,Friday,Winter,0,2 Moderate,10.411111111111113,3.342,127.5800323,14.021,873119.06
1625,12,2011-02-04,2011,Q1,2011-02,2,Friday,Winter,0,1 Cold,7.300000000000001,3.348,127.7195806,14.021,1046068.17
1626,12,2011-02-11,2011,Q1,2011-02,2,Friday,Winter,1,2 Moderate,10.722222222222221,3.381,127.859129,14.021,1086421.57
1627,12,2011-02-18,2011,Q1,2011-02,2,Friday,Winter,0,2 Moderate,11.86111111111111,3.43,127.99525,14.021,1128485.1
1628,12,2011-02-25,2011,Q1,2011-02,2,Friday,Winter,0,1 Cold,9.138888888888891,3.53,128.13,14.021,1046203.72
1629,12,2011-03-04,2011,Q1,2011-03,3,Friday,Spring,0,2 Moderate,10.955555555555556,3.674,128.26475,14.021,1085248.21
1630,12,2011-03-11,2011,Q1,2011-03,3,Friday,Spring,0,2 Moderate,14.305555555555555,3.818,128.3995,14.021,997672.62
1631,12,2011-03-18,2011,Q1,2011-03,3,Friday,Spring,0,2 Moderate,17.89444444444444,3.692,128.5121935,14.021,1009502.01
1632,12,2011-03-25,2011,Q1,2011-03,3,Friday,Spring,0,2 Moderate,12.444444444444445,3.909,128.6160645,14.021,954107.32
1633,12,2011-04-01,2011,Q2,2011-04,4,Friday,Spring,0,2 Moderate,17.572222222222223,3.772,128.7199355,13.736,1005463.49
1634,12,2011-04-08,2011,Q2,2011-04,4,Friday,Spring,0,2 Moderate,18.038888888888888,4.003,128.8238065,13.736,998362.05
1635,12,2011-04-15,2011,Q2,2011-04,4,Friday,Spring,0,2 Moderate,14.238888888888889,3.868,128.9107333,13.736,990951.77
1636,12,2011-04-22,2011,Q2,2011-04,4,Friday,Spring,0,3 Warm,22.28888888888889,4.134,128.9553,13.736,1016019.47
1637,12,2011-04-29,2011,Q2,2011-04,4,Friday,Spring,0,3 Warm,20.149999999999995,4.151,128.9998667,13.736,994966.1
1638,12,2011-05-06,2011,Q2,2011-05,5,Friday,Spring,0,3 Warm,20.222222222222225,4.193,129.0444333,13.736,1021154.48
1639,12,2011-05-13,2011,Q2,2011-05,5,Friday,Spring,0,3 Warm,21.62777777777778,4.202,129.089,13.736,977033.5
1640,12,2011-05-20,2011,Q2,2011-05,5,Friday,Spring,0,2 Moderate,19.21666666666667,4.169,129.0756774,13.736,924134.99
1641,12,2011-05-27,2011,Q2,2011-05,5,Friday,Spring,0,3 Warm,24.81666666666667,4.087,129.0623548,13.736,964332.51
1642,12,2011-06-03,2011,Q2,2011-06,6,Friday,Summer,0,3 Warm,22.116666666666667,4.031,129.0490323,13.736,970328.68
1643,12,2011-06-10,2011,Q2,2011-06,6,Friday,Summer,0,3 Warm,25.955555555555556,3.981,129.0357097,13.736,996937.95
1644,12,2011-06-17,2011,Q2,2011-06,6,Friday,Summer,0,4 Hot,30.466666666666672,3.935,129.0432,13.736,986504.93
1645,12,2011-06-24,2011,Q2,2011-06,6,Friday,Summer,0,4 Hot,31.63888888888889,3.898,129.0663,13.736,997282.75
1646,12,2011-07-01,2011,Q3,2011-07,7,Friday,Summer,0,4 Hot,32.138888888888886,3.842,129.0894,13.503,961993.34
1647,12,2011-07-08,2011,Q3,2011-07,7,Friday,Summer,0,4 Hot,32.166666666666664,3.705,129.1125,13.503,943717.38
1648,12,2011-07-15,2011,Q3,2011-07,7,Friday,Summer,0,4 Hot,31.166666666666668,3.692,129.1338387,13.503,936001.98
1649,12,2011-07-22,2011,Q3,2011-07,7,Friday,Summer,0,4 Hot,32.87222222222223,3.794,129.1507742,13.503,922231.92
1650,12,2011-07-29,2011,Q3,2011-07,7,Friday,Summer,0,4 Hot,34.050000000000004,3.805,129.1677097,13.503,890547.07
1651,12,2011-08-05,2011,Q3,2011-08,8,Friday,Summer,0,4 Hot,32.56111111111111,3.803,129.1846452,13.503,988712.52
1652,12,2011-08-12,2011,Q3,2011-08,8,Friday,Summer,0,4 Hot,32.800000000000004,3.701,129.2015806,13.503,955913.68
1653,12,2011-08-19,2011,Q3,2011-08,8,Friday,Summer,0,4 Hot,33.18888888888889,3.743,129.2405806,13.503,966817.24
1654,12,2011-08-26,2011,Q3,2011-08,8,Friday,Summer,0,4 Hot,34.78333333333333,3.74,129.2832581,13.503,1017593.47
1655,12,2011-09-02,2011,Q3,2011-09,9,Friday,Fall,0,4 Hot,34.25555555555555,3.798,129.3259355,13.503,1052051.45
1656,12,2011-09-09,2011,Q3,2011-09,9,Friday,Fall,1,4 Hot,31.11111111111111,3.913,129.3686129,13.503,922850.57
1657,12,2011-09-16,2011,Q3,2011-09,9,Friday,Fall,0,3 Warm,24.644444444444446,3.918,129.4306,13.503,889290.23
1658,12,2011-09-23,2011,Q3,2011-09,9,Friday,Fall,0,3 Warm,28.305555555555557,3.789,129.5183333,13.503,871692.74
1659,12,2011-09-30,2011,Q3,2011-09,9,Friday,Fall,0,3 Warm,28.477777777777778,3.877,129.6060667,13.503,866401.45
1660,12,2011-10-07,2011,Q4,2011-10,10,Friday,Fall,0,3 Warm,21.355555555555554,3.827,129.6938,12.89,951244.66
1661,12,2011-10-14,2011,Q4,2011-10,10,Friday,Fall,0,2 Moderate,19.616666666666667,3.805,129.7706452,12.89,927600.01
1662,12,2011-10-21,2011,Q4,2011-10,10,Friday,Fall,0,3 Warm,22.805555555555557,3.842,129.7821613,12.89,938604.58
1663,12,2011-10-28,2011,Q4,2011-10,10,Friday,Fall,0,2 Moderate,19.67222222222222,3.727,129.7936774,12.89,990926.38
1664,12,2011-11-04,2011,Q4,2011-11,11,Friday,Fall,0,2 Moderate,15.42777777777778,3.828,129.8051935,12.89,1051944.79
1665,12,2011-11-11,2011,Q4,2011-11,11,Friday,Fall,0,1 Cold,9.31111111111111,3.824,129.8167097,12.89,1095091.53
1666,12,2011-11-18,2011,Q4,2011-11,11,Friday,Fall,0,2 Moderate,12.333333333333336,3.813,129.8268333,12.89,970641.34
1667,12,2011-11-25,2011,Q4,2011-11,11,Friday,Fall,1,2 Moderate,11.805555555555555,3.622,129.8364,12.89,1591920.42
1668,12,2011-12-02,2011,Q4,2011-12,12,Friday,Winter,0,2 Moderate,11.38888888888889,3.701,129.8459667,12.89,1071383.1
1669,12,2011-12-09,2011,Q4,2011-12,12,Friday,Winter,0,1 Cold,5.650000000000001,3.644,129.8555333,12.89,1189646.45
1670,12,2011-12-16,2011,Q4,2011-12,12,Friday,Winter,0,1 Cold,6.272222222222222,3.6,129.8980645,12.89,1293404.18
1671,12,2011-12-23,2011,Q4,2011-12,12,Friday,Winter,0,1 Cold,7.444444444444445,3.541,129.9845484,12.89,1617612.03
1672,12,2011-12-30,2011,Q4,2011-12,12,Friday,Winter,1,1 Cold,7.022222222222222,3.428,130.0710323,12.89,1111638.07
1673,12,2012-01-06,2012,Q1,2012-01,1,Friday,Winter,0,2 Moderate,10.238888888888889,3.599,130.1575161,12.187,945823.65
1674,12,2012-01-13,2012,Q1,2012-01,1,Friday,Winter,0,1 Cold,8.927777777777777,3.657,130.244,12.187,865467.86
1675,12,2012-01-20,2012,Q1,2012-01,1,Friday,Winter,0,1 Cold,7.88888888888889,3.66,130.2792258,12.187,855922.64
1676,12,2012-01-27,2012,Q1,2012-01,1,Friday,Winter,0,2 Moderate,10.238888888888889,3.675,130.3144516,12.187,888203.69
1677,12,2012-02-03,2012,Q1,2012-02,2,Friday,Winter,0,2 Moderate,10.322222222222221,3.702,130.3496774,12.187,1058767.95
1678,12,2012-02-10,2012,Q1,2012-02,2,Friday,Winter,1,2 Moderate,11.261111111111113,3.722,130.3849032,12.187,1199330.85
1679,12,2012-02-17,2012,Q1,2012-02,2,Friday,Winter,0,2 Moderate,10.999999999999998,3.781,130.4546207,12.187,1240048.85
1680,12,2012-02-24,2012,Q1,2012-02,2,Friday,Winter,0,2 Moderate,11.738888888888889,3.95,130.5502069,12.187,1112034.72
1681,12,2012-03-02,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,11.261111111111113,4.178,130.6457931,12.187,1147636.96
1682,12,2012-03-09,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,12.52222222222222,4.25,130.7413793,12.187,1113208.57
1683,12,2012-03-16,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,18.022222222222222,4.273,130.8261935,12.187,1088498.52
1684,12,2012-03-23,2012,Q1,2012-03,3,Friday,Spring,0,2 Moderate,13.477777777777776,4.038,130.8966452,12.187,1045419.87
